ID,Prediction
1,0.056
2,0.0
3,0.002
4,0.452
5,0.0
6,0.026
7,0.0
8,0.398
9,0.116
10,0.844
11,0.0
12,0.006
13,0.26
14,1.0
15,0.0
16,0.756
17,0.0
18,0.544
19,0.948
20,0.014
21,0.23
22,0.16
23,0.752
24,0.994
25,0.0
26,0.29
27,0.018
28,0.002
29,0.0
30,0.22
31,0.0
32,0.002
33,0.0
34,0.0
35,0.104
36,0.118
37,0.0
38,0.088
39,0.012
40,0.184
41,0.498
42,0.026
43,0.86
44,0.042
45,0.0
46,0.0
47,0.006
48,0.598
49,0.034
50,0.112
51,0.0
52,0.468
53,0.566
54,0.208
55,0.55
56,0.158
57,0.0
58,0.222
59,0.052
60,0.546
61,0.0
62,0.784
63,0.142
64,0.0
65,0.0
66,0.002
67,0.998
68,0.01
69,0.0
70,0.0
71,0.0
72,0.844
73,0.0
74,0.248
75,0.644
76,0.0
77,0.0
78,0.068
79,0.994
80,0.0
81,0.0
82,0.004
83,0.054
84,0.004
85,0.294
86,0.954
87,0.106
88,0.0
89,0.152
90,0.892
91,0.514
92,0.9
93,0.078
94,0.0
95,0.726
96,0.89
97,0.0
98,0.0
99,0.0
100,0.102
101,0.734
102,0.088
103,0.0
104,0.516
105,0.992
106,0.004
107,0.396
108,0.0
109,0.618
110,0.174
111,0.022
112,0.044
113,0.0
114,0.014
115,0.642
116,0.056
117,0.0
118,0.0
119,0.0
120,0.02
121,0.882
122,0.08
123,0.984
124,0.484
125,1.0
126,0.0
127,0.026
128,0.104
129,0.0
130,0.0
131,0.97
132,0.15
133,0.574
134,0.908
135,0.038
136,0.004
137,0.01
138,0.0
139,0.118
140,0.0
141,0.584
142,0.0
143,0.0
144,0.014
145,0.176
146,0.884
147,0.024
148,0.34
149,0.928
150,0.0
151,0.038
152,0.818
153,0.212
154,0.05
155,0.614
156,0.68
157,0.14
158,0.0
159,0.0
160,0.074
161,0.778
162,0.382
163,0.002
164,0.0
165,0.018
166,0.064
167,0.05
168,0.006
169,0.0
170,0.0
171,0.954
172,0.0
173,0.0
174,0.0
175,0.41
176,0.602
177,0.182
178,0.294
179,0.0
180,0.0
181,0.916
182,0.126
183,0.002
184,0.006
185,0.0
186,0.002
187,0.552
188,0.028
189,0.0
190,0.004
191,0.0
192,0.356
193,0.074
194,0.842
195,0.022
196,0.002
197,0.876
198,0.002
199,0.868
200,0.002
201,0.0
202,0.564
203,0.076
204,0.0
205,0.0
206,0.694
207,0.466
208,0.0
209,0.852
210,0.0
211,0.004
212,0.174
213,0.01
214,0.0
215,0.0
216,0.196
217,0.0
218,0.05
219,0.022
220,0.992
221,0.128
222,0.0
223,0.0
