ID,Prediction
1,0.18666666666666668
2,0.03
3,0.13
4,0.07
5,0.03
6,0.06333333333333334
7,0.0033333333333333335
8,0.37333333333333335
9,0.33
10,0.66
11,0.013333333333333334
12,0.06333333333333334
13,0.58
14,0.8833333333333333
15,0.0
16,0.6866666666666666
17,0.04666666666666667
18,0.4533333333333333
19,0.7766666666666666
20,0.09666666666666666
21,0.09333333333333334
22,0.36
23,0.73
24,0.7933333333333333
25,0.03333333333333333
26,0.19666666666666666
27,0.04
28,0.04
29,0.013333333333333334
30,0.2866666666666667
31,0.016666666666666666
32,0.04
33,0.006666666666666667
34,0.013333333333333334
35,0.22666666666666666
36,0.13
37,0.0
38,0.18666666666666668
39,0.13333333333333333
40,0.21
41,0.7566666666666667
42,0.05
43,0.5766666666666667
44,0.17
45,0.0
46,0.0
47,0.016666666666666666
48,0.2966666666666667
49,0.11333333333333333
50,0.17
51,0.0
52,0.11333333333333333
53,0.38333333333333336
54,0.38
55,0.41333333333333333
56,0.32
57,0.01
58,0.32666666666666666
59,0.2866666666666667
60,0.7233333333333334
61,0.0033333333333333335
62,0.76
63,0.14666666666666667
64,0.0033333333333333335
65,0.02
66,0.043333333333333335
67,0.8333333333333334
68,0.14333333333333334
69,0.0033333333333333335
70,0.02
71,0.01
72,0.4266666666666667
73,0.0033333333333333335
74,0.07333333333333333
75,0.37666666666666665
76,0.0033333333333333335
77,0.01
78,0.05333333333333334
79,0.7733333333333333
80,0.0033333333333333335
81,0.17333333333333334
82,0.016666666666666666
83,0.016666666666666666
84,0.01
85,0.13
86,0.7533333333333333
87,0.12333333333333334
88,0.0
89,0.22333333333333333
90,0.8133333333333334
91,0.6766666666666666
92,0.8533333333333334
93,0.03333333333333333
94,0.006666666666666667
95,0.26
96,0.6866666666666666
97,0.0
98,0.0
99,0.08
100,0.27666666666666667
101,0.8133333333333334
102,0.18666666666666668
103,0.06
104,0.49333333333333335
105,0.85
106,0.03666666666666667
107,0.24
108,0.006666666666666667
109,0.57
110,0.14333333333333334
111,0.04666666666666667
112,0.06666666666666667
113,0.016666666666666666
114,0.043333333333333335
115,0.4766666666666667
116,0.13
117,0.0
118,0.0
119,0.043333333333333335
120,0.06
121,0.8566666666666667
122,0.04666666666666667
123,0.8733333333333333
124,0.41
125,0.96
126,0.01
127,0.22666666666666666
128,0.3566666666666667
129,0.23
130,0.16666666666666666
131,0.7933333333333333
132,0.17333333333333334
133,0.5866666666666667
134,0.6366666666666667
135,0.22333333333333333
136,0.02666666666666667
137,0.02
138,0.0
139,0.07
140,0.006666666666666667
141,0.2966666666666667
142,0.006666666666666667
143,0.0033333333333333335
144,0.17666666666666667
145,0.1
146,0.62
147,0.07666666666666666
148,0.12333333333333334
149,0.5366666666666666
150,0.006666666666666667
151,0.35
152,0.6066666666666667
153,0.16666666666666666
154,0.04666666666666667
155,0.5066666666666667
156,0.6133333333333333
157,0.31333333333333335
158,0.0033333333333333335
159,0.006666666666666667
160,0.22666666666666666
161,0.72
162,0.5733333333333334
163,0.01
164,0.006666666666666667
165,0.043333333333333335
166,0.6066666666666667
167,0.31333333333333335
168,0.09666666666666666
169,0.05333333333333334
170,0.016666666666666666
171,0.6033333333333334
172,0.006666666666666667
173,0.23
174,0.0
175,0.12666666666666668
176,0.4533333333333333
177,0.16333333333333333
178,0.2966666666666667
179,0.0033333333333333335
180,0.03666666666666667
181,0.7433333333333333
182,0.08666666666666667
183,0.023333333333333334
184,0.11333333333333333
185,0.0
186,0.02666666666666667
187,0.11
188,0.06
189,0.0
190,0.02666666666666667
191,0.06
192,0.33666666666666667
193,0.15333333333333332
194,0.7466666666666667
195,0.31333333333333335
196,0.01
197,0.5733333333333334
198,0.03
199,0.34
200,0.15333333333333332
201,0.0033333333333333335
202,0.18333333333333332
203,0.05333333333333334
204,0.0033333333333333335
205,0.02
206,0.5966666666666667
207,0.32666666666666666
208,0.013333333333333334
209,0.6433333333333333
210,0.01
211,0.04666666666666667
212,0.29333333333333333
213,0.03
214,0.016666666666666666
215,0.0
216,0.31666666666666665
217,0.02666666666666667
218,0.07666666666666666
219,0.01
220,0.8966666666666666
221,0.25666666666666665
222,0.0
223,0.02
224,0.8666666666666667
225,0.58
226,0.0
227,0.013333333333333334
228,0.07666666666666666
229,0.0033333333333333335
230,0.5033333333333333
231,0.8633333333333333
232,0.13
233,0.53
234,0.38333333333333336
235,0.8366666666666667
236,0.28
237,0.09
238,0.26666666666666666
239,0.22333333333333333
240,0.03333333333333333
241,0.4266666666666667
242,0.0033333333333333335
243,0.03
244,0.27666666666666667
245,0.02666666666666667
246,0.4533333333333333
247,0.0
248,0.9366666666666666
249,0.6966666666666667
250,0.5766666666666667
251,0.04
252,0.07666666666666666
253,0.0
254,0.0
255,0.41333333333333333
256,0.013333333333333334
257,0.31333333333333335
258,0.36
259,0.39666666666666667
260,0.01
261,0.02
262,0.47
263,0.02
264,0.13333333333333333
265,0.12666666666666668
266,0.0
267,0.0
268,0.8566666666666667
269,0.06
270,0.0
271,0.7933333333333333
272,0.016666666666666666
273,0.0033333333333333335
274,0.16333333333333333
275,0.14666666666666667
276,0.23
277,0.10333333333333333
278,0.016666666666666666
279,0.04
280,0.16666666666666666
281,0.7533333333333333
282,0.08666666666666667
283,0.043333333333333335
284,0.04
285,0.043333333333333335
286,0.2633333333333333
287,0.19666666666666666
288,0.5
289,0.0033333333333333335
290,0.5333333333333333
291,0.42333333333333334
292,0.85
293,0.006666666666666667
294,0.23666666666666666
295,0.08333333333333333
296,0.0033333333333333335
297,0.44
298,0.4033333333333333
299,0.07333333333333333
300,0.14333333333333334
301,0.7066666666666667
302,0.04666666666666667
303,0.013333333333333334
304,0.12333333333333334
305,0.05333333333333334
306,0.6666666666666666
307,0.03666666666666667
308,0.6733333333333333
309,0.03333333333333333
310,0.36333333333333334
311,0.07333333333333333
312,0.22666666666666666
313,0.01
314,0.056666666666666664
315,0.006666666666666667
316,0.03333333333333333
317,0.8133333333333334
318,0.14333333333333334
319,0.31333333333333335
320,0.02
321,0.016666666666666666
322,0.10333333333333333
323,0.45666666666666667
324,0.44333333333333336
325,0.6333333333333333
326,0.01
327,0.0033333333333333335
328,0.0
329,0.06333333333333334
330,0.02666666666666667
331,0.36666666666666664
332,0.43333333333333335
333,0.38
334,0.013333333333333334
335,0.023333333333333334
336,0.006666666666666667
337,0.22666666666666666
338,0.03333333333333333
339,0.4766666666666667
340,0.5966666666666667
341,0.35333333333333333
342,0.7733333333333333
343,0.04
344,0.0
345,0.3333333333333333
346,0.7866666666666666
347,0.0033333333333333335
348,0.44
349,0.68
350,0.25
351,0.0033333333333333335
352,0.16
353,0.43333333333333335
354,0.5733333333333334
355,0.31
356,0.09333333333333334
357,0.0033333333333333335
358,0.15333333333333332
359,0.22
360,0.33
361,0.023333333333333334
362,0.20333333333333334
363,0.2633333333333333
364,0.25333333333333335
365,0.03
366,0.3433333333333333
367,0.03666666666666667
368,0.6866666666666666
369,0.5066666666666667
370,0.7933333333333333
371,0.31333333333333335
372,0.23333333333333334
373,0.006666666666666667
374,0.06
375,0.023333333333333334
376,0.09666666666666666
377,0.14666666666666667
378,0.006666666666666667
379,0.68
380,0.0033333333333333335
381,0.023333333333333334
382,0.01
383,0.023333333333333334
384,0.013333333333333334
385,0.02666666666666667
386,0.0033333333333333335
387,0.9666666666666667
388,0.02
389,0.043333333333333335
390,0.013333333333333334
391,0.27
392,0.67
393,0.02666666666666667
394,0.02666666666666667
395,0.7133333333333334
396,0.47333333333333333
397,0.5066666666666667
398,0.8633333333333333
399,0.47333333333333333
400,0.4866666666666667
401,0.13
402,0.0
403,0.09333333333333334
404,0.14
405,0.2966666666666667
406,0.10666666666666667
407,0.023333333333333334
408,0.3466666666666667
409,0.6066666666666667
410,0.23333333333333334
411,0.7166666666666667
412,0.4066666666666667
413,0.02666666666666667
414,0.15
415,0.006666666666666667
416,0.20333333333333334
417,0.25666666666666665
418,0.61
419,0.013333333333333334
420,0.0033333333333333335
421,0.0033333333333333335
422,0.0033333333333333335
423,0.016666666666666666
424,0.53
425,0.13
426,0.24666666666666667
427,0.37666666666666665
428,0.006666666666666667
429,0.18333333333333332
430,0.11666666666666667
431,0.5133333333333333
432,0.43666666666666665
433,0.0
434,0.19666666666666666
435,0.25
436,0.14333333333333334
437,0.6566666666666666
438,0.02666666666666667
439,0.0033333333333333335
440,0.03666666666666667
441,0.5933333333333334
442,0.9666666666666667
443,0.0033333333333333335
444,0.5866666666666667
445,0.16666666666666666
446,0.16333333333333333
447,0.0
448,0.0033333333333333335
449,0.46
450,0.37
451,0.8766666666666667
452,0.0033333333333333335
453,0.03
454,0.6633333333333333
455,0.016666666666666666
456,0.01
457,0.023333333333333334
458,0.49
459,0.03333333333333333
460,0.013333333333333334
461,0.08333333333333333
462,0.3933333333333333
463,0.26666666666666666
464,0.01
465,0.06666666666666667
466,0.006666666666666667
467,0.3
468,0.016666666666666666
469,0.2633333333333333
470,0.4533333333333333
471,0.63
472,0.42333333333333334
473,0.36666666666666664
474,0.0033333333333333335
475,0.5133333333333333
476,0.0
477,0.16666666666666666
478,0.06666666666666667
479,0.31
480,0.04666666666666667
481,0.7933333333333333
482,0.05333333333333334
483,0.09666666666666666
484,0.67
485,0.0
486,0.03333333333333333
487,0.8033333333333333
488,0.16666666666666666
489,0.38
490,0.19666666666666666
491,0.0
492,0.0
493,0.0
494,0.006666666666666667
495,0.32
496,0.006666666666666667
497,0.10333333333333333
498,0.29333333333333333
499,0.43
500,0.04666666666666667
501,0.18333333333333332
502,0.05
503,0.8266666666666667
504,0.023333333333333334
505,0.043333333333333335
506,0.78
507,0.12333333333333334
508,0.0
509,0.03333333333333333
510,0.08333333333333333
511,0.13666666666666666
512,0.6066666666666667
513,0.5066666666666667
514,0.32666666666666666
515,0.05
516,0.4066666666666667
517,0.04
518,0.31333333333333335
519,0.7
520,0.24666666666666667
521,0.016666666666666666
522,0.27666666666666667
523,0.21333333333333335
524,0.0
525,0.43333333333333335
526,0.47333333333333333
527,0.01
528,0.17666666666666667
529,0.2
530,0.5966666666666667
531,0.023333333333333334
532,0.48333333333333334
533,0.016666666666666666
534,0.016666666666666666
535,0.23
536,0.01
537,0.32666666666666666
538,0.16666666666666666
539,0.03
540,0.8833333333333333
541,0.0033333333333333335
542,0.7733333333333333
543,0.023333333333333334
544,0.0
545,0.12
546,0.07333333333333333
547,0.45666666666666667
548,0.5133333333333333
549,0.043333333333333335
550,0.11666666666666667
551,0.4266666666666667
552,0.6633333333333333
553,0.0033333333333333335
554,0.016666666666666666
555,0.47
556,0.0
557,0.0
558,0.3466666666666667
559,0.37666666666666665
560,0.69
561,0.07
562,0.82
563,0.47
564,0.07333333333333333
565,0.42333333333333334
566,0.06
567,0.52
568,0.8666666666666667
569,0.24333333333333335
570,0.03
571,0.013333333333333334
572,0.4
573,0.03333333333333333
574,0.7666666666666667
575,0.14666666666666667
576,0.13666666666666666
577,0.02666666666666667
578,0.02666666666666667
579,0.14666666666666667
580,0.016666666666666666
581,0.02
582,0.13333333333333333
583,0.19
584,0.49666666666666665
585,0.7
586,0.05333333333333334
587,0.62
588,0.7466666666666667
589,0.0
590,0.04
591,0.2833333333333333
592,0.0033333333333333335
593,0.02666666666666667
594,0.006666666666666667
595,0.73
596,0.013333333333333334
597,0.3433333333333333
598,0.19
599,0.0033333333333333335
600,0.043333333333333335
601,0.71
602,0.006666666666666667
603,0.11666666666666667
604,0.47
605,0.0
606,0.35333333333333333
607,0.11
608,0.006666666666666667
609,0.03333333333333333
610,0.11333333333333333
611,0.31
612,0.24666666666666667
613,0.0
614,0.023333333333333334
615,0.7233333333333334
616,0.08666666666666667
617,0.0033333333333333335
618,0.006666666666666667
619,0.27666666666666667
620,0.03
621,0.09666666666666666
622,0.6766666666666666
623,0.23
624,0.7933333333333333
625,0.03666666666666667
626,0.023333333333333334
627,0.23333333333333334
628,0.5166666666666667
629,0.37
630,0.06
631,0.17
632,0.7933333333333333
633,0.01
634,0.023333333333333334
635,0.12333333333333334
636,0.07333333333333333
637,0.02666666666666667
638,0.08333333333333333
639,0.15666666666666668
640,0.82
641,0.31
642,0.0
643,0.09333333333333334
644,0.05333333333333334
645,0.8
646,0.43666666666666665
647,0.8066666666666666
648,0.03333333333333333
649,0.7866666666666666
650,0.0
651,0.4866666666666667
652,0.0033333333333333335
653,0.38
654,0.4
655,0.22
656,0.5433333333333333
657,0.58
658,0.02666666666666667
659,0.7433333333333333
660,0.7933333333333333
661,0.12
662,0.10333333333333333
663,0.22666666666666666
664,0.28
665,0.18666666666666668
666,0.09333333333333334
667,0.02
668,0.36666666666666664
669,0.016666666666666666
670,0.03666666666666667
671,0.04
672,0.013333333333333334
673,0.03
674,0.56
675,0.03
676,0.12666666666666668
677,0.01
678,0.006666666666666667
679,0.0
680,0.23333333333333334
681,0.37666666666666665
682,0.13333333333333333
683,0.013333333333333334
684,0.12333333333333334
685,0.0
686,0.04
687,0.3333333333333333
688,0.17333333333333334
689,0.52
690,0.02666666666666667
691,0.02666666666666667
692,0.013333333333333334
693,0.5233333333333333
694,0.47
695,0.7333333333333333
696,0.25333333333333335
697,0.17333333333333334
698,0.07333333333333333
699,0.006666666666666667
700,0.13666666666666666
701,0.11666666666666667
702,0.21666666666666667
703,0.4866666666666667
704,0.05
705,0.0033333333333333335
706,0.3233333333333333
707,0.03
708,0.04666666666666667
709,0.043333333333333335
710,0.20666666666666667
711,0.09666666666666666
712,0.14666666666666667
713,0.023333333333333334
714,0.016666666666666666
715,0.006666666666666667
716,0.67
717,0.21
718,0.20666666666666667
719,0.33
720,0.87
721,0.5233333333333333
722,0.2
723,0.21666666666666667
724,0.05
725,0.16
726,0.37
727,0.02
728,0.79
729,0.3
730,0.07
731,0.02666666666666667
732,0.04666666666666667
733,0.12666666666666668
734,0.8433333333333334
735,0.8266666666666667
736,0.07333333333333333
737,0.1
738,0.6966666666666667
739,0.09333333333333334
740,0.7766666666666666
741,0.12
742,0.4166666666666667
743,0.0
744,0.0033333333333333335
745,0.0033333333333333335
746,0.14
747,0.0033333333333333335
748,0.0
749,0.0
750,0.6633333333333333
751,0.19666666666666666
752,0.04666666666666667
753,0.39666666666666667
754,0.0033333333333333335
755,0.023333333333333334
756,0.07
757,0.02666666666666667
758,0.09333333333333334
759,0.37333333333333335
760,0.01
761,0.7233333333333334
762,0.5133333333333333
763,0.02
764,0.41333333333333333
765,0.24333333333333335
766,0.32
767,0.6033333333333334
768,0.02
769,0.23333333333333334
770,0.36
771,0.6666666666666666
772,0.5333333333333333
773,0.03666666666666667
774,0.06333333333333334
775,0.05333333333333334
776,0.5366666666666666
777,0.10666666666666667
778,0.69
779,0.17333333333333334
780,0.02666666666666667
781,0.17333333333333334
782,0.5333333333333333
783,0.6433333333333333
784,0.18666666666666668
785,0.23
786,0.43333333333333335
787,0.20333333333333334
788,0.16
789,0.5333333333333333
790,0.0033333333333333335
791,0.19666666666666666
792,0.02
793,0.79
794,0.0033333333333333335
795,0.056666666666666664
796,0.22
797,0.6533333333333333
798,0.51
799,0.02
800,0.08666666666666667
801,0.7033333333333334
802,0.04666666666666667
803,0.35333333333333333
804,0.04
805,0.7033333333333334
806,0.5933333333333334
807,0.016666666666666666
808,0.79
809,0.07666666666666666
810,0.25666666666666665
811,0.45
812,0.04666666666666667
813,0.0
814,0.013333333333333334
815,0.03666666666666667
816,0.02
817,0.4033333333333333
818,0.0033333333333333335
819,0.01
820,0.1
821,0.6933333333333334
822,0.0
823,0.25666666666666665
824,0.0
825,0.056666666666666664
826,0.006666666666666667
827,0.0
828,0.6566666666666666
829,0.8166666666666667
830,0.23333333333333334
831,0.16
832,0.02666666666666667
833,0.20333333333333334
834,0.22666666666666666
835,0.006666666666666667
836,0.78
837,0.02
838,0.7533333333333333
839,0.44666666666666666
840,0.67
841,0.0
842,0.04
843,0.11666666666666667
844,0.10333333333333333
845,0.3566666666666667
846,0.52
847,0.10666666666666667
848,0.016666666666666666
849,0.34
850,0.7666666666666667
851,0.5533333333333333
852,0.05
853,0.0
854,0.03
855,0.5533333333333333
856,0.0
857,0.2
858,0.02
859,0.043333333333333335
860,0.0033333333333333335
861,0.02666666666666667
862,0.013333333333333334
863,0.11666666666666667
864,0.056666666666666664
865,0.15666666666666668
866,0.5466666666666666
867,0.33666666666666667
868,0.09666666666666666
869,0.013333333333333334
870,0.1
871,0.23
872,0.03666666666666667
873,0.8766666666666667
874,0.37666666666666665
875,0.0
876,0.15666666666666668
877,0.0
878,0.006666666666666667
879,0.06
880,0.18
881,0.12
882,0.07666666666666666
883,0.2633333333333333
884,0.0033333333333333335
885,0.01
886,0.006666666666666667
887,0.35333333333333333
888,0.15
889,0.08
890,0.23
891,0.08666666666666667
892,0.31666666666666665
893,0.0
894,0.02666666666666667
895,0.7933333333333333
896,0.0033333333333333335
897,0.3433333333333333
898,0.0
899,0.11333333333333333
900,0.03333333333333333
901,0.12666666666666668
902,0.5966666666666667
903,0.12666666666666668
904,0.31333333333333335
905,0.18
906,0.24666666666666667
907,0.66
908,0.5733333333333334
909,0.7266666666666667
910,0.6866666666666666
911,0.006666666666666667
912,0.006666666666666667
913,0.14666666666666667
914,0.0
915,0.03333333333333333
916,0.36666666666666664
917,0.53
918,0.05333333333333334
919,0.02
920,0.0033333333333333335
921,0.0033333333333333335
922,0.43333333333333335
923,0.01
924,0.02
925,0.9533333333333334
926,0.6133333333333333
927,0.27666666666666667
928,0.7433333333333333
929,0.04666666666666667
930,0.7533333333333333
931,0.043333333333333335
932,0.09
933,0.09333333333333334
934,0.03
935,0.16
936,0.18333333333333332
937,0.08666666666666667
938,0.24666666666666667
939,0.023333333333333334
940,0.18333333333333332
941,0.013333333333333334
942,0.6966666666666667
943,0.016666666666666666
944,0.0
945,0.22333333333333333
946,0.03333333333333333
947,0.013333333333333334
948,0.36
949,0.6566666666666666
950,0.23333333333333334
951,0.03333333333333333
952,0.05
953,0.0
954,0.03666666666666667
955,0.12333333333333334
956,0.6033333333333334
957,0.03666666666666667
958,0.27
959,0.16
960,0.8566666666666667
961,0.2633333333333333
962,0.6
963,0.43666666666666665
964,0.0
965,0.9533333333333334
966,0.5
967,0.0
968,0.44666666666666666
969,0.02666666666666667
970,0.02
971,0.27
972,0.0
973,0.11333333333333333
974,0.9333333333333333
975,0.09333333333333334
976,0.08
977,0.0033333333333333335
978,0.84
979,0.02666666666666667
980,0.18333333333333332
981,0.0033333333333333335
982,0.14
983,0.29333333333333333
984,0.26666666666666666
985,0.0
986,0.37666666666666665
987,0.6933333333333334
988,0.056666666666666664
989,0.24
990,0.006666666666666667
991,0.38333333333333336
992,0.03666666666666667
993,0.57
994,0.8866666666666667
995,0.5866666666666667
996,0.03666666666666667
997,0.12
998,0.0033333333333333335
999,0.5266666666666666
1000,0.13333333333333333
1001,0.61
1002,0.5233333333333333
1003,0.013333333333333334
1004,0.83
1005,0.07
1006,0.34
1007,0.15
1008,0.056666666666666664
1009,0.05333333333333334
1010,0.59
1011,0.43333333333333335
1012,0.29333333333333333
1013,0.01
1014,0.03333333333333333
1015,0.86
1016,0.7066666666666667
1017,0.05333333333333334
1018,0.7533333333333333
1019,0.006666666666666667
1020,0.35
1021,0.5933333333333334
1022,0.37666666666666665
1023,0.06333333333333334
1024,0.4033333333333333
1025,0.02666666666666667
1026,0.05
1027,0.44
1028,0.01
1029,0.0
1030,0.006666666666666667
1031,0.12666666666666668
1032,0.023333333333333334
1033,0.013333333333333334
1034,0.023333333333333334
1035,0.006666666666666667
1036,0.10333333333333333
1037,0.19
1038,0.11333333333333333
1039,0.0033333333333333335
1040,0.24666666666666667
1041,0.58
1042,0.7933333333333333
1043,0.0
1044,0.38
1045,0.5466666666666666
1046,0.4866666666666667
1047,0.8866666666666667
1048,0.006666666666666667
1049,0.006666666666666667
1050,0.42
1051,0.04666666666666667
1052,0.76
1053,0.20666666666666667
1054,0.23
1055,0.37666666666666665
1056,0.7366666666666667
1057,0.0
1058,0.3333333333333333
1059,0.12333333333333334
1060,0.08666666666666667
1061,0.35333333333333333
1062,0.14333333333333334
1063,0.24666666666666667
1064,0.013333333333333334
1065,0.006666666666666667
1066,0.0
1067,0.07
1068,0.22666666666666666
1069,0.3466666666666667
1070,0.0
1071,0.0
1072,0.04
1073,0.31333333333333335
1074,0.42
1075,0.013333333333333334
1076,0.47
1077,0.0033333333333333335
1078,0.023333333333333334
1079,0.0
1080,0.02666666666666667
1081,0.0
1082,0.043333333333333335
1083,0.4066666666666667
1084,0.04
1085,0.0
1086,0.0033333333333333335
1087,0.28
1088,0.11666666666666667
1089,0.0033333333333333335
1090,0.013333333333333334
1091,0.02666666666666667
1092,0.23333333333333334
1093,0.08
1094,0.32
1095,0.0
1096,0.29333333333333333
1097,0.04
1098,0.01
1099,0.5533333333333333
1100,0.03666666666666667
1101,0.8466666666666667
1102,0.7766666666666666
1103,0.056666666666666664
1104,0.0
1105,0.16333333333333333
1106,0.006666666666666667
1107,0.3233333333333333
1108,0.27
1109,0.30666666666666664
1110,0.09333333333333334
1111,0.97
1112,0.06333333333333334
1113,0.12
1114,0.9366666666666666
1115,0.54
1116,0.0033333333333333335
1117,0.04666666666666667
1118,0.24333333333333335
1119,0.0
1120,0.023333333333333334
1121,0.08
1122,0.23333333333333334
1123,0.03333333333333333
1124,0.08666666666666667
1125,0.7566666666666667
