ID,Prediction
1,0.165
2,0.048
3,0.115
4,0.11
5,0.023
6,0.054
7,0.01
8,0.433
9,0.34
10,0.656
11,0.02
12,0.061
13,0.519
14,0.884
15,0.004
16,0.684
17,0.052
18,0.496
19,0.759
20,0.088
21,0.109
22,0.314
23,0.733
24,0.79
25,0.024
26,0.211
27,0.036
28,0.061
29,0.02
30,0.282
31,0.019
32,0.031
33,0.005
34,0.006
35,0.245
36,0.113
37,0.0
38,0.198
39,0.111
40,0.204
41,0.738
42,0.038
43,0.594
44,0.192
45,0.003
46,0.0
47,0.014
48,0.342
49,0.086
50,0.203
51,0.0
52,0.099
53,0.4
54,0.381
55,0.41
56,0.293
57,0.024
58,0.296
59,0.337
60,0.676
61,0.001
62,0.738
63,0.107
64,0.0
65,0.011
66,0.029
67,0.845
68,0.165
69,0.0
70,0.013
71,0.014
72,0.452
73,0.002
74,0.068
75,0.41
76,0.007
77,0.001
78,0.064
79,0.785
80,0.007
81,0.152
82,0.027
83,0.018
84,0.016
85,0.136
86,0.731
87,0.111
88,0.0
89,0.239
90,0.817
91,0.695
92,0.865
93,0.038
94,0.004
95,0.247
96,0.647
97,0.0
98,0.0
99,0.076
100,0.244
101,0.814
102,0.198
103,0.044
104,0.538
105,0.893
106,0.022
107,0.19
108,0.013
109,0.6
110,0.173
111,0.034
112,0.072
113,0.018
114,0.05
115,0.516
116,0.154
117,0.003
118,0.0
119,0.026
120,0.078
121,0.865
122,0.045
123,0.873
124,0.368
125,0.971
126,0.0
127,0.281
128,0.346
129,0.201
130,0.142
131,0.754
132,0.174
133,0.581
134,0.673
135,0.184
136,0.03
137,0.016
138,0.002
139,0.123
140,0.001
141,0.279
142,0.003
143,0.002
144,0.182
145,0.073
146,0.646
147,0.073
148,0.159
149,0.557
150,0.013
151,0.37
152,0.594
153,0.191
154,0.059
155,0.511
156,0.572
157,0.302
158,0.0
159,0.002
160,0.266
161,0.704
162,0.569
163,0.014
164,0.008
165,0.038
166,0.522
167,0.348
168,0.101
169,0.039
170,0.017
171,0.59
172,0.001
173,0.201
174,0.001
175,0.112
176,0.42
177,0.142
178,0.315
179,0.006
180,0.02
181,0.699
182,0.087
183,0.024
184,0.091
185,0.005
186,0.022
187,0.134
188,0.067
189,0.0
190,0.017
191,0.045
192,0.36
193,0.134
194,0.741
195,0.257
196,0.023
197,0.636
198,0.03
199,0.361
200,0.165
201,0.015
202,0.23
203,0.036
204,0.037
205,0.009
206,0.589
207,0.319
208,0.003
209,0.668
210,0.015
211,0.03
212,0.365
213,0.034
214,0.008
215,0.0
216,0.339
217,0.027
218,0.057
219,0.021
220,0.893
221,0.247
222,0.0
223,0.007
224,0.822
225,0.608
226,0.002
227,0.021
228,0.083
229,0.002
230,0.476
231,0.877
232,0.108
233,0.545
234,0.376
235,0.824
236,0.307
237,0.091
238,0.244
239,0.274
240,0.031
241,0.469
242,0.001
243,0.024
244,0.27
245,0.033
246,0.43
247,0.0
248,0.932
249,0.719
250,0.629
251,0.027
252,0.075
253,0.0
254,0.0
255,0.42
256,0.011
257,0.302
258,0.349
259,0.367
260,0.006
261,0.023
262,0.506
263,0.019
264,0.116
265,0.109
266,0.002
