ID,Prediction
1,0.14
2,0.024
3,0.032
4,0.18
5,0.008
6,0.036
7,0.0
8,0.414
9,0.27
10,0.768
11,0.0
12,0.02
13,0.334
14,0.99
15,0.0
16,0.766
17,0.01
18,0.498
19,0.81
20,0.036
21,0.168
22,0.248
23,0.784
24,0.926
25,0.002
26,0.258
27,0.032
28,0.022
29,0.006
30,0.302
31,0.006
32,0.044
33,0.0
34,0.002
35,0.204
36,0.118
37,0.0
38,0.184
39,0.088
40,0.176
41,0.762
42,0.034
43,0.74
44,0.144
45,0.002
46,0.0
47,0.024
48,0.448
49,0.078
50,0.192
51,0.0
52,0.308
53,0.452
54,0.33
55,0.422
56,0.194
57,0.006
58,0.316
59,0.164
60,0.608
61,0.0
62,0.804
63,0.17
64,0.0
65,0.002
66,0.008
67,0.98
68,0.056
69,0.0
70,0.0
71,0.0
72,0.628
73,0.0
74,0.14
75,0.564
76,0.002
77,0.0
78,0.084
79,0.95
80,0.002
81,0.018
82,0.024
83,0.054
84,0.002
85,0.202
86,0.828
87,0.098
88,0.0
89,0.218
90,0.862
91,0.71
92,0.882
93,0.048
94,0.0
95,0.412
96,0.73
97,0.0
98,0.0
99,0.002
100,0.202
101,0.796
102,0.184
103,0.01
104,0.466
105,0.934
106,0.006
107,0.324
108,0.002
109,0.626
110,0.17
111,0.064
112,0.086
113,0.0
114,0.03
115,0.57
116,0.068
117,0.0
118,0.0
119,0.016
120,0.068
121,0.858
122,0.038
123,0.952
124,0.456
125,0.998
126,0.0
127,0.164
128,0.202
129,0.042
130,0.008
131,0.864
132,0.188
133,0.588
134,0.866
135,0.102
136,0.018
137,0.016
138,0.0
139,0.126
140,0.0
141,0.346
142,0.0
143,0.0
144,0.066
145,0.164
146,0.772
147,0.038
148,0.278
149,0.756
150,0.0
151,0.158
152,0.664
153,0.22
154,0.042
155,0.566
156,0.664
157,0.25
158,0.0
159,0.0
160,0.13
161,0.75
162,0.53
163,0.0
164,0.0
165,0.028
166,0.32
167,0.174
168,0.034
169,0.02
170,0.0
171,0.804
172,0.0
173,0.042
174,0.0
175,0.272
176,0.526
177,0.144
178,0.346
179,0.0
180,0.014
181,0.774
182,0.102
183,0.01
184,0.08
185,0.0
186,0.002
187,0.338
188,0.05
189,0.0
190,0.024
191,0.028
192,0.328
193,0.152
194,0.78
195,0.118
196,0.0
197,0.798
198,0.008
199,0.652
200,0.036
201,0.0
202,0.26
203,0.08
204,0.006
205,0.002
206,0.676
207,0.428
208,0.0
209,0.722
210,0.004
211,0.012
212,0.236
213,0.022
214,0.0
215,0.0
216,0.304
217,0.016
218,0.088
219,0.03
220,0.94
221,0.17
222,0.0
223,0.0
224,0.848
225,0.684
226,0.0
227,0.012
228,0.074
229,0.0
230,0.582
231,0.872
232,0.074
233,0.524
234,0.358
235,0.946
236,0.218
237,0.092
238,0.21
239,0.212
240,0.02
241,0.334
242,0.0
243,0.002
244,0.2
245,0.012
246,0.62
247,0.0
248,0.994
249,0.836
250,0.608
251,0.002
252,0.044
253,0.0
254,0.0
255,0.504
256,0.006
257,0.25
258,0.334
259,0.36
260,0.002
261,0.004
262,0.656
263,0.014
264,0.082
265,0.07
266,0.0
267,0.0
268,0.858
269,0.072
270,0.0
271,0.86
272,0.0
273,0.0
274,0.108
275,0.302
276,0.24
277,0.054
278,0.0
279,0.016
280,0.008
281,0.892
282,0.05
283,0.036
284,0.11
285,0.01
286,0.448
287,0.122
288,0.622
289,0.0
290,0.648
291,0.286
292,0.96
293,0.0
294,0.186
295,0.058
296,0.002
297,0.338
298,0.38
299,0.014
300,0.128
301,0.828
302,0.02
303,0.0
304,0.042
305,0.016
306,0.858
307,0.004
308,0.768
309,0.004
310,0.262
311,0.014
312,0.354
313,0.0
314,0.122
315,0.006
316,0.006
317,0.876
318,0.17
319,0.174
320,0.006
321,0.006
322,0.088
323,0.368
324,0.686
325,0.696
326,0.0
327,0.0
328,0.0
329,0.032
330,0.006
331,0.184
332,0.244
333,0.452
334,0.002
335,0.0
336,0.0
337,0.354
338,0.072
339,0.354
340,0.57
341,0.136
342,0.95
343,0.136
344,0.0
345,0.316
346,0.802
347,0.0
348,0.558
349,0.592
350,0.254
351,0.0
352,0.21
353,0.348
354,0.814
355,0.422
356,0.052
357,0.0
358,0.084
359,0.162
360,0.314
361,0.0
362,0.062
363,0.272
364,0.138
365,0.002
366,0.13
367,0.014
368,0.73
369,0.584
370,0.918
371,0.174
372,0.074
373,0.006
374,0.042
375,0.01
376,0.038
377,0.088
378,0.002
379,0.592
380,0.0
381,0.018
382,0.0
383,0.0
384,0.0
385,0.01
386,0.0
387,0.936
388,0.0
389,0.082
390,0.01
391,0.236
392,0.672
393,0.004
394,0.004
395,0.668
396,0.344
397,0.478
398,0.868
399,0.46
400,0.314
401,0.126
402,0.0
403,0.092
404,0.056
405,0.266
406,0.134
407,0.002
408,0.24
409,0.84
410,0.166
411,0.858
412,0.446
413,0.0
414,0.198
415,0.002
416,0.154
417,0.342
418,0.624
419,0.002
420,0.0
421,0.0
422,0.0
423,0.002
424,0.596
425,0.158
426,0.08
427,0.492
428,0.0
429,0.032
430,0.072
431,0.406
432,0.548
433,0.0
434,0.154
435,0.202
436,0.17
437,0.758
438,0.01
439,0.002
440,0.018
441,0.584
