ID,Prediction
1,0.17
2,0.036
3,0.126
4,0.116
5,0.028
6,0.064
7,0.01
8,0.426
9,0.32
10,0.684
11,0.018
12,0.058
13,0.532
14,0.908
15,0.004
16,0.724
17,0.034
18,0.486
19,0.722
20,0.092
21,0.13
22,0.318
23,0.654
24,0.796
25,0.018
26,0.238
27,0.026
28,0.044
29,0.012
30,0.362
31,0.01
32,0.034
33,0.004
34,0.01
35,0.238
36,0.116
37,0.0
38,0.224
39,0.176
40,0.164
41,0.758
42,0.036
43,0.566
44,0.174
45,0.004
46,0.0
47,0.018
48,0.318
49,0.12
50,0.234
51,0.0
52,0.076
53,0.412
54,0.364
55,0.368
56,0.324
57,0.02
58,0.316
59,0.33
60,0.692
61,0.0
62,0.72
63,0.126
64,0.002
65,0.0
66,0.02
67,0.846
68,0.17
69,0.0
70,0.024
71,0.014
72,0.436
73,0.008
74,0.062
75,0.416
76,0.008
77,0.002
78,0.066
79,0.77
80,0.008
81,0.162
82,0.028
83,0.014
84,0.01
85,0.134
86,0.708
87,0.128
88,0.0
89,0.26
90,0.84
91,0.712
92,0.852
93,0.046
94,0.0
95,0.212
96,0.67
97,0.0
98,0.0
99,0.092
100,0.294
101,0.832
102,0.224
103,0.034
104,0.566
105,0.864
106,0.02
107,0.184
108,0.018
109,0.568
110,0.158
111,0.044
112,0.08
113,0.008
114,0.04
115,0.526
116,0.162
117,0.0
118,0.002
119,0.022
120,0.052
121,0.872
122,0.064
123,0.886
124,0.38
125,0.972
126,0.0
127,0.294
128,0.366
129,0.22
130,0.166
131,0.786
132,0.196
133,0.666
134,0.748
135,0.114
136,0.034
137,0.016
138,0.0
139,0.118
140,0.0
141,0.256
142,0.002
143,0.008
144,0.236
145,0.098
146,0.65
147,0.06
148,0.16
149,0.452
150,0.016
151,0.334
152,0.664
153,0.16
154,0.028
155,0.506
156,0.636
157,0.302
158,0.0
159,0.004
160,0.23
161,0.672
162,0.646
163,0.012
164,0.0
165,0.048
166,0.542
167,0.336
168,0.086
169,0.052
170,0.01
171,0.648
172,0.0
173,0.22
174,0.0
175,0.13
