ID,Prediction
1,0.172
2,0.04
3,0.16
4,0.11
5,0.024
6,0.072
7,0.008
8,0.416
9,0.344
10,0.644
11,0.036
12,0.074
13,0.574
14,0.872
15,0.01
16,0.658
17,0.054
18,0.474
19,0.722
20,0.104
21,0.104
22,0.362
23,0.642
24,0.794
25,0.024
26,0.204
27,0.038
28,0.068
29,0.02
30,0.278
31,0.026
32,0.042
33,0.016
34,0.022
35,0.226
36,0.112
37,0.0
38,0.21
39,0.214
40,0.178
41,0.666
42,0.044
43,0.532
44,0.206
45,0.004
46,0.004
47,0.014
48,0.33
49,0.134
50,0.228
51,0.0
52,0.064
53,0.406
54,0.39
55,0.338
56,0.346
57,0.024
58,0.352
59,0.342
60,0.722
61,0.0
62,0.738
63,0.13
64,0.008
65,0.02
66,0.044
67,0.764
68,0.172
69,0.002
70,0.022
71,0.014
72,0.418
73,0.006
74,0.074
75,0.346
76,0.006
77,0.006
78,0.072
79,0.742
80,0.01
81,0.188
82,0.024
83,0.018
84,0.008
85,0.106
86,0.732
87,0.114
88,0.004
89,0.236
90,0.824
91,0.672
92,0.836
93,0.038
94,0.01
95,0.23
96,0.67
97,0.0
98,0.0
99,0.146
100,0.252
101,0.8
102,0.21
103,0.048
104,0.59
105,0.842
106,0.04
107,0.152
108,0.018
109,0.542
110,0.184
111,0.03
112,0.086
113,0.01
114,0.058
115,0.438
116,0.162
117,0.002
118,0.0
119,0.022
120,0.082
121,0.844
122,0.074
123,0.828
124,0.336
125,0.946
126,0.004
127,0.356
128,0.324
129,0.298
130,0.182
131,0.71
132,0.13
133,0.574
134,0.616
135,0.226
136,0.054
137,0.026
138,0.004
139,0.11
140,0.0
141,0.276
142,0.014
143,0.006
144,0.268
145,0.1
146,0.594
147,0.058
148,0.11
149,0.438
150,0.024
151,0.39
152,0.62
153,0.176
154,0.04
155,0.482
156,0.602
157,0.346
158,0.004
159,0.006
160,0.284
161,0.742
162,0.588
163,0.008
164,0.006
165,0.06
166,0.6
167,0.376
168,0.094
169,0.034
170,0.034
171,0.528
172,0.0
173,0.298
174,0.0
175,0.108
176,0.42
177,0.164
178,0.33
179,0.006
180,0.018
181,0.64
182,0.06
183,0.024
184,0.114
185,0.01
186,0.032
187,0.09
188,0.096
