ID,Prediction
1,0.186
2,0.04
3,0.12
4,0.094
5,0.012
6,0.052
7,0.004
8,0.456
9,0.358
10,0.652
11,0.018
12,0.058
13,0.534
14,0.894
15,0.002
16,0.706
17,0.03
18,0.456
19,0.74
20,0.082
21,0.096
22,0.334
23,0.66
24,0.808
25,0.03
26,0.23
27,0.034
28,0.034
29,0.008
30,0.326
31,0.022
32,0.048
33,0.004
34,0.006
35,0.308
36,0.118
37,0.002
38,0.188
39,0.134
40,0.194
41,0.746
42,0.052
43,0.586
44,0.164
45,0.0
46,0.0
47,0.026
48,0.3
49,0.128
50,0.266
51,0.0
52,0.108
53,0.418
54,0.42
55,0.352
56,0.296
57,0.032
58,0.324
59,0.312
60,0.678
61,0.0
62,0.77
63,0.118
64,0.0
65,0.006
66,0.026
67,0.826
68,0.172
69,0.0
70,0.018
71,0.022
72,0.48
73,0.006
74,0.082
75,0.412
76,0.008
77,0.0
78,0.074
79,0.796
80,0.006
81,0.126
82,0.022
83,0.034
84,0.016
85,0.156
86,0.746
87,0.106
88,0.0
89,0.294
90,0.842
91,0.698
92,0.864
93,0.04
94,0.006
95,0.22
96,0.676
97,0.0
98,0.002
99,0.086
100,0.254
101,0.83
102,0.188
103,0.032
104,0.576
105,0.886
106,0.042
107,0.168
108,0.01
109,0.616
110,0.146
111,0.042
112,0.098
113,0.006
114,0.058
115,0.494
116,0.14
117,0.004
118,0.002
119,0.03
120,0.068
121,0.87
122,0.046
123,0.878
124,0.414
125,0.97
126,0.0
127,0.296
128,0.388
129,0.206
130,0.16
131,0.794
132,0.136
133,0.654
134,0.68
135,0.164
136,0.028
137,0.01
138,0.0
139,0.092
140,0.0
141,0.298
142,0.004
143,0.006
144,0.186
145,0.098
146,0.682
147,0.072
148,0.142
149,0.464
150,0.008
151,0.36
152,0.624
153,0.186
154,0.038
155,0.546
156,0.612
157,0.302
158,0.002
159,0.0
160,0.256
161,0.684
162,0.61
163,0.016
164,0.01
165,0.022
166,0.53
167,0.344
168,0.102
169,0.042
170,0.02
171,0.604
172,0.0
173,0.206
174,0.0
175,0.114
176,0.424
177,0.164
178,0.322
179,0.002
180,0.034
181,0.71
182,0.07
183,0.024
184,0.092
185,0.008
186,0.014
187,0.14
188,0.068
189,0.0
190,0.02
191,0.06
192,0.376
193,0.13
194,0.706
195,0.282
196,0.01
197,0.616
198,0.036
199,0.356
200,0.148
201,0.006
202,0.214
203,0.05
204,0.016
205,0.012
206,0.632
207,0.366
208,0.0
209,0.62
210,0.008
211,0.026
212,0.404
213,0.022
214,0.014
215,0.0
216,0.366
217,0.02
218,0.072
219,0.03
220,0.874
221,0.226
222,0.002
223,0.01
224,0.812
225,0.58
226,0.0
227,0.018
228,0.06
229,0.0
230,0.462
231,0.88
232,0.104
233,0.572
234,0.412
235,0.826
236,0.292
237,0.096
238,0.274
239,0.274
240,0.028
241,0.5
242,0.0
243,0.01
244,0.296
245,0.014
246,0.496
247,0.002
248,0.938
249,0.692
250,0.58
251,0.026
252,0.08
253,0.0
254,0.0
255,0.412
256,0.006
257,0.302
258,0.318
